ticker,cik,company_name,ipo_date,sector,industry,sec_sect,sec_ind,state_incorp
RRC,315852,RANGE RESOURCES CORP,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
RRD,29669,RR Donnelley & Sons Co,n/a,Miscellaneous,Publishing, COMMERCIAL PRINTING, COMMERCIAL PRINTING,DE
RRGB,1171759,RED ROBIN GOURMET BURGERS INC,2002,Consumer Services,Restaurants, RETAIL,EATING PLACES,DE
RRR,1653653,Red Rock Resorts  Inc.,2016,Consumer Services,Hotels/Resorts, HOTELS & MOTELS, HOTELS & MOTELS,DE
RS,861884,RELIANCE STEEL & ALUMINUM CO,1994,Basic Industries,Metal Fabrications, WHOLESALE,METALS SERVICE CENTERS & OFFICES,DE
RSG,1060391,REPUBLIC SERVICES  INC.,1998,Public Utilities,Environmental Services, REFUSE SYSTEMS, REFUSE SYSTEMS,DE
RST,1351285,ROSETTA STONE INC,2009,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,nan
RTEC,1094392,RUDOLPH TECHNOLOGIES INC,1999,Capital Goods,Industrial Machinery/Components, INDUSTRIAL INSTRUMENTS FOR MEASUREMENT_ DISPLAY_ AND CONTROL, INDUSTRIAL INSTRUMENTS FOR MEASUREMENT_ DISPLAY_ AND CONTROL,DE
RTIX,1760173,RTI Surgical Holdings  Inc.,2000,Health Care,Industrial Specialties, ORTHOPEDIC_ PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES, ORTHOPEDIC_ PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES,DE
RTN,1047122,RAYTHEON CO/,n/a,Capital Goods,Industrial Machinery/Components, SEARCH_ DETECTION_ NAVIGATION_ GUIDANCE_ AERONAUTICAL SYS, SEARCH_ DETECTION_ NAVIGATION_ GUIDANCE_ AERONAUTICAL SYS,DE
RTRX,1438533,Retrophin  Inc.,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
RTW,1211351,RTW Retailwinds  Inc.,n/a,Consumer Services,Clothing/Shoe/Accessory Stores, RETAIL,WOMEN'S CLOTHING STORES,nan
RUBI,1595974,RUBICON PROJECT  INC.,2014,Technology,Computer Software: Programming  Data Processing, SERVICES,COMPUTER PROGRAMMING_ DATA PROCESSING_ ETC.,DE
RUBY,1709401,Rubius Therapeutics  Inc.,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),DE
RUN,1469367,Sunrun Inc.,2015,Capital Goods,Industrial Specialties, HEATING EQUIP_ EXCEPT ELEC & WARM AIR & PLUMBING FIXTURES, HEATING EQUIP_ EXCEPT ELEC & WARM AIR & PLUMBING FIXTURES,DE
RUSHA,1012019,RUSH ENTERPRISES INC \TX\,n/a,Consumer Durables,Automotive Aftermarket, RETAIL,AUTO DEALERS & GASOLINE STATIONS,TX
RUTH,1324272,Ruths Hospitality Group  Inc.,2005,Consumer Services,Restaurants, RETAIL,EATING PLACES,DE
RVI,1735184,Retail Value Inc.,2018,Finance,Real Estate, REAL ESTATE, REAL ESTATE,OH
RVLT,917523,Revolution Lighting Technologies  Inc.,n/a,Consumer Durables,Building Products, ELECTRIC LIGHTING & WIRING EQUIPMENT, ELECTRIC LIGHTING & WIRING EQUIPMENT,DE
RVNC,1479290,Revance Therapeutics  Inc.,2014,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
RVP,946563,RETRACTABLE TECHNOLOGIES INC,n/a,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,TX
RVSB,1041368,RIVERVIEW BANCORP INC,n/a,Finance,Savings Institutions, SAVINGS INSTITUTION_ FEDERALLY CHARTERED, SAVINGS INSTITUTION_ FEDERALLY CHARTERED,WA
RWT,930236,REDWOOD TRUST INC,1995,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
RXN,1439288,Rexnord Corp,2012,Technology,Industrial Machinery/Components, GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,DE
RYAM,1597672,RAYONIER ADVANCED MATERIALS INC.,2014,Basic Industries,Major Chemicals, PLASTIC MATERIAL_ SYNTH RESIN/RUBBER_ CELLULOS (NO GLASS), PLASTIC MATERIAL_ SYNTH RESIN/RUBBER_ CELLULOS (NO GLASS),DE
RYI,1481582,Ryerson Holding Corp,2014,Basic Industries,Metal Fabrications, WHOLESALE,METALS SERVICE CENTERS & OFFICES,DE
RYN,52827,RAYONIER INC,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,NC
RYTM,1649904,RHYTHM PHARMACEUTICALS  INC.,2017,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
S,101830,SPRINT Corp,2013,Public Utilities,Telecommunications Equipment, TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE), TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),nan
SABR,1597033,Sabre Corp,2014,Technology,Computer Software: Programming  Data Processing, SERVICES,COMPUTER PROGRAMMING_ DATA PROCESSING_ ETC.,DE
SACH,1682220,Sachem Capital Corp.,2017,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,NY
SAEX,1514732,SAExploration Holdings  Inc.,n/a,Energy,Oil & Gas Production, OIL AND GAS FIELD EXPLORATION SERVICES, OIL AND GAS FIELD EXPLORATION SERVICES,DE
SAFE,1688852,Safehold Inc.,2017,Consumer Services,Real Estate, LESSORS OF REAL PROPERTY_ NEC, LESSORS OF REAL PROPERTY_ NEC,MD
SAFM,812128,SANDERSON FARMS INC,1987,Consumer Non-Durables,Meat/Poultry/Fish, POULTRY SLAUGHTERING AND PROCESSING, POULTRY SLAUGHTERING AND PROCESSING,MS
SAFT,1172052,SAFETY INSURANCE GROUP INC,2002,Finance,Property-Casualty Insurers, FIRE_ MARINE & CASUALTY INSURANCE, FIRE_ MARINE & CASUALTY INSURANCE,DE
SAGE,1597553,Sage Therapeutics  Inc.,2014,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
SAH,1043509,SONIC AUTOMOTIVE INC,1997,Consumer Durables,Automotive Aftermarket, RETAIL,AUTO DEALERS & GASOLINE STATIONS,DE
SAIA,1177702,SAIA INC,n/a,Transportation,Trucking Freight/Courier Services, TRUCKING (NO LOCAL), TRUCKING (NO LOCAL),DE
SAIC,1571123,Science Applications International Corp,n/a,Technology,EDP Services, SERVICES,COMPUTER INTEGRATED SYSTEMS DESIGN,DE
SAIL,1627857,Sailpoint Technologies Holdings  Inc.,2017,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,nan
SALM,1050606,SALEM MEDIA GROUP  INC. /DE/,1999,Consumer Services,Broadcasting, RADIO BROADCASTING STATIONS, RADIO BROADCASTING STATIONS,DE
SAM,949870,BOSTON BEER CO INC,n/a,Consumer Non-Durables,Beverages (Production/Distribution), MALT BEVERAGES, MALT BEVERAGES,MA
SAMG,1549966,Silvercrest Asset Management Group Inc.,2013,Finance,Investment Managers, INVESTMENT ADVICE, INVESTMENT ADVICE,DE
SANM,897723,SANMINA CORP,1993,Technology,Electrical Products, PRINTED CIRCUIT BOARDS, PRINTED CIRCUIT BOARDS,DE
SANW,1477246,S&W Seed Co,n/a,Consumer Non-Durables,Farming/Seeds/Milling, AGRICULTURE PRODUCTION , CROPS,NV
SASR,824410,SANDY SPRING BANCORP INC,n/a,Finance,Major Banks, NATIONAL COMMERCIAL BANKS, NATIONAL COMMERCIAL BANKS,nan
SATS,1415404,EchoStar CORP,n/a,Technology,Radio And Television Broadcasting And Communications Equipment, RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT, RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,NV
SAUC,1394156,Diversified Restaurant Holdings  Inc.,n/a,Consumer Services,Restaurants, RETAIL,EATING PLACES,NV
SAVA,1069530,CASSAVA SCIENCES INC,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
SAVE,1498710,Spirit Airlines  Inc.,n/a,Transportation,Air Freight/Delivery Services, AIR TRANSPORTATION_ SCHEDULED, AIR TRANSPORTATION_ SCHEDULED,DE
SBAC,1034054,SBA COMMUNICATIONS CORP,1999,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,FL
SBBX,1028954,SB ONE BANCORP,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,NJ
SBCF,730708,SEACOAST BANKING CORP OF FLORIDA,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,FL
SBFG,767405,SB FINANCIAL GROUP  INC.,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,OH
SBGI,912752,SINCLAIR BROADCAST GROUP INC,1995,Consumer Services,Broadcasting, TELEVISION BROADCASTING STATIONS, TELEVISION BROADCASTING STATIONS,MD
SBH,1368458,Sally Beauty Holdings  Inc.,n/a,Consumer Services,Other Specialty Stores, RETAIL,RETAIL STORES_ NEC,nan
SBNY,1288784,Signature Bank Corp,2004,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,CO
SBOW,351817,SILVERBOW RESOURCES  INC.,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
SBPH,1566373,Spring Bank Pharmaceuticals  Inc.,2016,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
SBRA,1492298,Sabra Health Care REIT  Inc.,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
SBSI,705432,SOUTHSIDE BANCSHARES INC,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,TX
SBT,1680379,Sterling Bancorp  Inc.,2017,Finance,Savings Institutions, SAVINGS INSTITUTION_ FEDERALLY CHARTERED, SAVINGS INSTITUTION_ FEDERALLY CHARTERED,MI
SBUX,829224,STARBUCKS CORP,1992,Consumer Services,Restaurants, RETAIL,EATING & DRINKING PLACES,WA
SC,1580608,Santander Consumer USA Holdings Inc.,2014,Finance,Finance: Consumer Services, PERSONAL CREDIT INSTITUTIONS, PERSONAL CREDIT INSTITUTIONS,DE
SCHL,866729,SCHOLASTIC CORP,1992,Consumer Services,Books, BOOKS: PUBLISHING OR PUBLISHING AND PRINTING, BOOKS: PUBLISHING OR PUBLISHING AND PRINTING,DE
SCHN,912603,SCHNITZER STEEL INDUSTRIES  INC.,1993,Consumer Durables,Industrial Specialties, WHOLESALE,MISC DURABLE GOODS,OR
SCHW,316709,SCHWAB CHARLES CORP,n/a,Finance,Investment Bankers/Brokers/Service, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES,DE
SCI,89089,SERVICE CORP INTERNATIONAL,n/a,Consumer Services,Other Consumer Services, SERVICES,PERSONAL SERVICES,TX
SCKT,944075,SOCKET MOBILE  INC.,n/a,Technology,Computer Manufacturing, ELECTRONIC COMPUTERS, ELECTRONIC COMPUTERS,DE
SCL,94049,STEPAN CO,n/a,Basic Industries,Package Goods/Cosmetics, SOAP_ DETERGENT_ CLEANING PREPARATIONS_ PERFUMES_ COSMETICS, SOAP_ DETERGENT_ CLEANING PREPARATIONS_ PERFUMES_ COSMETICS,DE
SCOR,1158172,COMSCORE  INC.,2018,Miscellaneous,Business Services, SERVICES,BUSINESS SERVICES_ NEC,DE
SCPH,1604950,scPharmaceuticals Inc.,2017,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
SCS,1050825,STEELCASE INC,1998,Consumer Durables,Office Equipment/Supplies/Services, OFFICE FURNITURE (NO WOOD), OFFICE FURNITURE (NO WOOD),MI
SCSC,918965,SCANSOURCE  INC.,n/a,Technology,Retail: Computer Software & Peripheral Equipment, WHOLESALE,COMPUTER & PERIPHERAL EQUIPMENT & SOFTWARE,SC
SCVL,895447,SHOE CARNIVAL INC,1993,Consumer Services,Clothing/Shoe/Accessory Stores, RETAIL,SHOE STORES,IN
SCWX,1468666,SecureWorks Corp,2016,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
SCX,93676,STARRETT L S CO,n/a,Capital Goods,Industrial Machinery/Components, CUTLERY_ HANDTOOLS & GENERAL HARDWARE, CUTLERY_ HANDTOOLS & GENERAL HARDWARE,MA
SCYX,1178253,SCYNEXIS INC,2014,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,nan
SD,1349436,SANDRIDGE ENERGY INC,2016,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
SDI,911649,STANDARD DIVERSIFIED INC.,n/a,Consumer Non-Durables,Tobacco, TOBACCO PRODUCTS, TOBACCO PRODUCTS,DE
SEAC,1019671,SEACHANGE INTERNATIONAL INC,1996,Technology,Radio And Television Broadcasting And Communications Equipment, RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT, RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,DE
SEAS,1564902,SeaWorld Entertainment  Inc.,2013,Consumer Services,Services-Misc. Amusement & Recreation, SERVICES,MISCELLANEOUS AMUSEMENT & RECREATION,DE
SEE,1012100,SEALED AIR CORP/DE,n/a,Basic Industries,Major Chemicals, PLASTIC MATERIAL_ SYNTH RESIN/RUBBER_ CELLULOS (NO GLASS), PLASTIC MATERIAL_ SYNTH RESIN/RUBBER_ CELLULOS (NO GLASS),DE
SEIC,350894,SEI INVESTMENTS CO,1981,Finance,Investment Bankers/Brokers/Service, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES,PA
SELB,1453687,SELECTA BIOSCIENCES INC,2016,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
SEM,1320414,SELECT MEDICAL HOLDINGS CORP,2009,Health Care,Hospital/Nursing Management, SERVICES,HOSPITALS,nan
SEMG,1489136,SemGroup Corp,n/a,Energy,Oilfield Services/Equipment, OIL_ GAS FIELD SERVICES_ NBC, OIL_ GAS FIELD SERVICES_ NBC,DE
SENEA,88948,Seneca Foods Corp,n/a,Consumer Non-Durables,Packaged Foods, CANNED_ FRUITS_ VEG & PRESERVES_ JAMS & JELLIES, CANNED_ FRUITS_ VEG & PRESERVES_ JAMS & JELLIES,NY
SERV,1428875,SERVICEMASTER GLOBAL HOLDINGS INC,2014,Consumer Services,Other Consumer Services, SERVICES,MANAGEMENT SERVICES,nan
SESN,1485003,Sesen Bio  Inc.,2014,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
SF,720672,STIFEL FINANCIAL CORP,n/a,Finance,Investment Bankers/Brokers/Service, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES,DE
SFBC,1541119,Sound Financial Bancorp  Inc.,n/a,Finance,Savings Institutions, SAVINGS INSTITUTION_ FEDERALLY CHARTERED, SAVINGS INSTITUTION_ FEDERALLY CHARTERED,nan
SFBS,1430723,ServisFirst Bancshares  Inc.,2014,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,DE
SFE,86115,SAFEGUARD SCIENTIFICS INC,n/a,Finance,Finance/Investors Services, INVESTORS_ NEC, INVESTORS_ NEC,PA
SFIX,1576942,Stitch Fix  Inc.,2017,Consumer Services,Catalog/Specialty Distribution, RETAIL,ORDER HOUSES,DE
SFLY,1125920,SHUTTERFLY INC,2006,Miscellaneous,Other Consumer Services, SERVICES,PHOTOFINISHING LABORATORIES,nan
SFM,1575515,Sprouts Farmers Market  Inc.,2013,Consumer Services,Food Chains, RETAIL,GROCERY STORES,DE
SFNC,90498,SIMMONS FIRST NATIONAL CORP,n/a,Finance,Major Banks, NATIONAL COMMERCIAL BANKS, NATIONAL COMMERCIAL BANKS,AR
SFST,1090009,SOUTHERN FIRST BANCSHARES INC,n/a,Finance,Major Banks, NATIONAL COMMERCIAL BANKS, NATIONAL COMMERCIAL BANKS,SC
SGA,886136,SAGA COMMUNICATIONS INC,n/a,Consumer Services,Broadcasting, RADIO BROADCASTING STATIONS, RADIO BROADCASTING STATIONS,DE
SGB,315849,SOUTHWEST GEORGIA FINANCIAL CORP,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,GA
SGC,95574,SUPERIOR GROUP OF COMPANIES  INC.,n/a,Consumer Non-Durables,Apparel, APPAREL & OTHER FINISHED PRODS OF FABRICS & SIMILAR MATERIAL, APPAREL & OTHER FINISHED PRODS OF FABRICS & SIMILAR MATERIAL,FL
SGEN,1060736,SEATTLE GENETICS INC /WA,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),DE
SGMA,915358,SIGMATRON INTERNATIONAL INC,1994,Technology,Electrical Products, PRINTED CIRCUIT BOARDS, PRINTED CIRCUIT BOARDS,DE
SGMO,1001233,SANGAMO THERAPEUTICS  INC,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),DE
SGMS,750004,SCIENTIFIC GAMES CORP,n/a,Technology,EDP Services, SERVICES,COMPUTER INTEGRATED SYSTEMS DESIGN,NV
SGRP,1004989,SPAR GROUP INC,n/a,Miscellaneous,Business Services, SERVICES,BUSINESS SERVICES_ NEC,DE
SGRY,1638833,Surgery Partners  Inc.,2015,Health Care,Hospital/Nursing Management, SERVICES,GENERAL MEDICAL & SURGICAL HOSPITALS_ NEC,DE
SHAK,1620533,Shake Shack Inc.,2015,Consumer Services,Restaurants, RETAIL,EATING & DRINKING PLACES,nan
SHBI,1035092,SHORE BANCSHARES INC,n/a,Finance,Major Banks, NATIONAL COMMERCIAL BANKS, NATIONAL COMMERCIAL BANKS,MD
SHEN,354963,SHENANDOAH TELECOMMUNICATIONS CO/VA/,n/a,Public Utilities,Telecommunications Equipment, TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE), TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),VA
SHLO,904979,SHILOH INDUSTRIES INC,1993,Capital Goods,Industrial Specialties, METAL FORGING & STAMPINGS, METAL FORGING & STAMPINGS,DE
SHO,1295810,Sunstone Hotel Investors  Inc.,2004,Consumer Services,Hotels/Resorts, HOTELS & MOTELS, HOTELS & MOTELS,MD
SHOO,913241,STEVEN MADDEN  LTD.,1993,Consumer Non-Durables,Shoe Manufacturing, FOOTWEAR_ (NO RUBBER), FOOTWEAR_ (NO RUBBER),DE
SHOS,1548309,SEARS HOMETOWN & OUTLET STORES  INC.,n/a,Consumer Services,Department/Specialty Retail Stores, RETAIL,DEPARTMENT STORES,DE
SHSP,1506439,SharpSpring  Inc.,n/a,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
SHW,89800,SHERWIN WILLIAMS CO,n/a,Consumer Services,RETAIL: Building Materials, RETAIL,BUILDING MATERIALS_ HARDWARE_ GARDEN SUPPLY,OH
SIBN,1459839,SI-BONE  Inc.,2018,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,DE
SIC,1723866,Select Interior Concepts  Inc.,n/a,Basic Industries,Homebuilding, GEN BUILDING CONTRACTORS , RESIDENTIAL BUILDINGS,DE
SIEB,65596,SIEBERT FINANCIAL CORP,n/a,Finance,Investment Bankers/Brokers/Service, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES,NY
SIEN,1551693,Sientra  Inc.,2014,Health Care,Industrial Specialties, ORTHOPEDIC_ PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES, ORTHOPEDIC_ PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES,DE
SIF,90168,SIFCO INDUSTRIES INC,n/a,Capital Goods,Aerospace, AIRCRAFT ENGINES & ENGINE PARTS, AIRCRAFT ENGINES & ENGINE PARTS,OH
SIG,832988,SIGNET JEWELERS LTD,n/a,Consumer Services,Consumer Specialties, RETAIL,JEWELRY STORES,nan
SIGA,1010086,SIGA TECHNOLOGIES INC,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
SIGI,230557,SELECTIVE INSURANCE GROUP INC,n/a,Finance,Property-Casualty Insurers, FIRE_ MARINE & CASUALTY INSURANCE, FIRE_ MARINE & CASUALTY INSURANCE,NJ
SIRI,908937,SIRIUS XM HOLDINGS INC.,n/a,Consumer Services,Broadcasting, RADIO BROADCASTING STATIONS, RADIO BROADCASTING STATIONS,nan
SITC,894315,SITE Centers Corp.,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,OH
SITE,1650729,SiteOne Landscape Supply  Inc.,2016,Consumer Non-Durables,Farming/Seeds/Milling, AGRICULTURE SERVICES, AGRICULTURE SERVICES,DE
SIVB,719739,SVB FINANCIAL GROUP,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,DE
SIX,701374,Six Flags Entertainment Corp,n/a,Consumer Services,Services-Misc. Amusement & Recreation, SERVICES,MISCELLANEOUS AMUSEMENT & RECREATION,nan
SJI,91928,SOUTH JERSEY INDUSTRIES INC,n/a,Public Utilities,Oil/Gas Transmission, NATURAL GAS DISTRIBUTION, NATURAL GAS DISTRIBUTION,NJ
SJM,91419,J M SMUCKER Co,n/a,Consumer Non-Durables,Packaged Foods, CANNED_ FRUITS_ VEG & PRESERVES_ JAMS & JELLIES, CANNED_ FRUITS_ VEG & PRESERVES_ JAMS & JELLIES,OH
SJW,766829,SJW GROUP,n/a,Public Utilities,Water Supply, WATER SUPPLY, WATER SUPPLY,DE
SKIS,1517401,Peak Resorts Inc,2014,Consumer Services,Hotels/Resorts, HOTELS & MOTELS, HOTELS & MOTELS,MO
SKT,899715,TANGER FACTORY OUTLET CENTERS INC,1993,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,NC
SKX,1065837,SKECHERS USA INC,1999,Consumer Non-Durables,Shoe Manufacturing, FOOTWEAR_ (NO RUBBER), FOOTWEAR_ (NO RUBBER),DE
SKY,90896,Skyline Champion Corp,n/a,Basic Industries,Homebuilding, MOBILE HOMES, MOBILE HOMES,IN
SKYW,793733,SKYWEST INC,1986,Transportation,Air Freight/Delivery Services, AIR TRANSPORTATION_ SCHEDULED, AIR TRANSPORTATION_ SCHEDULED,UT
SLAB,1038074,SILICON LABORATORIES INC,2000,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,DE
SLB,87347,SCHLUMBERGER LIMITED/NV,n/a,Energy,Oilfield Services/Equipment, OIL_ GAS FIELD SERVICES_ NBC, OIL_ GAS FIELD SERVICES_ NBC,P8
SLCA,1524741,U.S. SILICA HOLDINGS  INC.,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels), MINING_ QUARRYING OF NONMETALLIC MINERALS (NO FUELS), MINING_ QUARRYING OF NONMETALLIC MINERALS (NO FUELS),DE
SLCT,1263762,SELECT BANCORP  INC.,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,NC
SLDB,1707502,Solid Biosciences Inc.,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),nan
SLG,1040971,SL GREEN REALTY CORP,1997,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
SLGN,849869,SILGAN HOLDINGS INC,1997,Consumer Durables,Containers/Packaging, METAL CANS, METAL CANS,DE
SLM,1032033,SLM Corp,n/a,Finance,Finance: Consumer Services, PERSONAL CREDIT INSTITUTIONS, PERSONAL CREDIT INSTITUTIONS,DE
SLNO,1484565,SOLENO THERAPEUTICS INC,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus, ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS, ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,DE
SLP,1023459,SIMULATIONS PLUS INC,n/a,Technology,EDP Services, SERVICES,COMPUTER INTEGRATED SYSTEMS DESIGN,nan
SLS,1390478,SELLAS Life Sciences Group  Inc.,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
SM,893538,SM Energy Co,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
SMAR,1366561,SMARTSHEET INC,2018,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,WA
SMBC,916907,SOUTHERN MISSOURI BANCORP  INC.,n/a,Finance,Banks, SAVINGS INSTITUTIONS_ NOT FEDERALLY CHARTERED, SAVINGS INSTITUTIONS_ NOT FEDERALLY CHARTERED,MO
SMBK,1038773,SMARTFINANCIAL INC.,n/a,Finance,Major Banks, NATIONAL COMMERCIAL BANKS, NATIONAL COMMERCIAL BANKS,TN
SMED,898770,SHARPS COMPLIANCE CORP,n/a,Basic Industries,Environmental Services, HAZARDOUS WASTE MANAGEMENT, HAZARDOUS WASTE MANAGEMENT,DE
SMG,825542,SCOTTS MIRACLE-GRO CO,1992,Basic Industries,Agricultural Chemicals, AGRICULTURE CHEMICALS, AGRICULTURE CHEMICALS,OH
SMMF,811808,SUMMIT FINANCIAL GROUP INC,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,WV
SMP,93389,STANDARD MOTOR PRODUCTS  INC.,n/a,Capital Goods,Auto Parts:O.E.M., MOTOR VEHICLE PARTS & ACCESSORIES, MOTOR VEHICLE PARTS & ACCESSORIES,NY
SMPL,1702744,Simply Good Foods Co,n/a,Consumer Non-Durables,Packaged Foods, FOOD & KINDRED PRODUCTS, FOOD & KINDRED PRODUCTS,nan
